"player_name"	"plate_x"	"plate_z"	"pitch_type"	"events"	"description"	"launch_angle"	"launch_speed"	"hc_x"	"hc_y"	"balls"	"strikes"	"type"	"game_year"	"stand"	"woba_value"	"p_throws"	"estimated_ba_using_speedangle"	"estimated_woba_using_speedangle"
"Buster Posey"	0.5828	2.1107	"FF"	NA	"called_strike"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"L"	NA	NA
"Joe Panik"	-0.0854	2.7896	"CU"	"field_out"	"hit_into_play"	36	90.2	105.05	62.66	1	1	"X"	2019	"L"	0	"L"	0.04	0.054
"Joe Panik"	-0.7496	1.9866	"FF"	NA	"called_strike"	NA	NA	NA	NA	1	0	"S"	2019	"L"	NA	"L"	NA	NA
"Joe Panik"	-1.0526	2.1531	"FF"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"L"	NA	"L"	NA	NA
"Luis Rengifo"	1.1759	1.606	"FF"	"walk"	"ball"	NA	NA	NA	NA	3	2	"B"	2019	"R"	0.7	"L"	NA	NA
"Luis Rengifo"	1.7782	2.4095	"CH"	NA	"ball"	NA	NA	NA	NA	2	2	"B"	2019	"R"	NA	"L"	NA	NA
"Luis Rengifo"	-0.3349	3.4939	"FF"	NA	"ball"	NA	NA	NA	NA	1	2	"B"	2019	"R"	NA	"L"	NA	NA
"Luis Rengifo"	0.1763	3.6039	"FF"	NA	"ball"	NA	NA	NA	NA	0	2	"B"	2019	"R"	NA	"L"	NA	NA
"Luis Rengifo"	1.3125	2.4035	"CH"	NA	"swinging_strike"	NA	NA	NA	NA	0	1	"S"	2019	"R"	NA	"L"	NA	NA
"Luis Rengifo"	0.5841	2.4679	"FT"	NA	"foul"	65	72	NA	NA	0	0	"S"	2019	"R"	NA	"L"	NA	NA
"Lorenzo Cain"	-0.1751	1.6909	"CU"	"double"	"hit_into_play_score"	22	98.3	99.92	43.43	2	2	"X"	2019	"R"	1.25	"R"	0.368	0.507
"Lorenzo Cain"	1.813	0.6928	"CU"	NA	"blocked_ball"	NA	NA	NA	NA	1	2	"B"	2019	"R"	NA	"R"	NA	NA
"Lorenzo Cain"	0.2748	2.2479	"FT"	NA	"foul"	17	89.2	NA	NA	1	1	"S"	2019	"R"	NA	"R"	NA	NA
"Lorenzo Cain"	-1.3179	3.3167	"FT"	NA	"ball"	NA	NA	NA	NA	0	1	"B"	2019	"R"	NA	"R"	NA	NA
"Lorenzo Cain"	0.1038	2.7896	"FT"	NA	"foul"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"R"	NA	NA
"Buster Posey"	-0.1306	0.4402	"CH"	"walk"	"blocked_ball"	NA	NA	NA	NA	3	2	"B"	2019	"R"	0.7	"L"	NA	NA
"Buster Posey"	-0.7524	1.9673	"FF"	NA	"foul"	7	91.4	NA	NA	3	2	"S"	2019	"R"	NA	"L"	NA	NA
"Buster Posey"	3.1484	4.2828	"CU"	NA	"ball"	NA	NA	NA	NA	2	2	"B"	2019	"R"	NA	"L"	NA	NA
"Buster Posey"	0.9244	2.9836	"FF"	NA	"foul"	47	91.3	NA	NA	2	2	"S"	2019	"R"	NA	"L"	NA	NA
"Buster Posey"	0.8331	1.0397	"CH"	NA	"foul"	NA	NA	NA	NA	2	2	"S"	2019	"R"	NA	"L"	NA	NA
"Buster Posey"	-0.0672	2.2023	"FF"	NA	"foul"	NA	NA	NA	NA	2	2	"S"	2019	"R"	NA	"L"	NA	NA
"Buster Posey"	1.3814	2.662	"FF"	NA	"swinging_strike"	NA	NA	NA	NA	2	1	"S"	2019	"R"	NA	"L"	NA	NA
"Buster Posey"	-0.072	3.5019	"FF"	NA	"ball"	NA	NA	NA	NA	1	1	"B"	2019	"R"	NA	"L"	NA	NA
"Buster Posey"	0.7051	2.3999	"FF"	NA	"foul"	NA	NA	NA	NA	1	0	"S"	2019	"R"	NA	"L"	NA	NA
"Buster Posey"	-0.5605	1.7047	"FF"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"L"	NA	NA
"Nolan Arenado"	0.1081	2.7104	"FF"	"field_out"	"hit_into_play"	24	97.8	99.85	66.44	0	1	"X"	2019	"R"	0	"R"	0.45	0.628
"Nolan Arenado"	-0.3415	2.5856	"FF"	NA	"called_strike"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"R"	NA	NA
"Joe Panik"	0.9907	2.6634	"FF"	"field_out"	"hit_into_play"	57	61.4	139.85	144.75	2	1	"X"	2019	"L"	0	"L"	0.029	0.022
"Joe Panik"	-0.531	3.3649	"FF"	NA	"ball"	NA	NA	NA	NA	1	1	"B"	2019	"L"	NA	"L"	NA	NA
"Joe Panik"	-1.6123	0.9129	"SL"	NA	"ball"	NA	NA	NA	NA	0	1	"B"	2019	"L"	NA	"L"	NA	NA
"Joe Panik"	0.3042	2.3404	"FF"	NA	"called_strike"	NA	NA	NA	NA	0	0	"S"	2019	"L"	NA	"L"	NA	NA
"Lorenzo Cain"	-0.0639	2.8081	"FC"	"field_out"	"hit_into_play"	-25	100	119.91	147	0	1	"X"	2019	"R"	0	"R"	0.166	0.148
"Lorenzo Cain"	-1.0152	2.8934	"FF"	NA	"called_strike"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"R"	NA	NA
"Jose Martinez"	0.7568	1.5945	"CU"	"single"	"hit_into_play_no_out"	22	70.1	156.57	125.34	0	1	"X"	2019	"R"	0.9	"R"	0.945	0.843
"Jose Martinez"	0.4116	2.8658	"CU"	NA	"swinging_strike"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"R"	NA	NA
"Luis Rengifo"	0.8092	1.418	"SI"	"double"	"hit_into_play_score"	22	102.6	162.92	40.22	1	0	"X"	2019	"L"	1.25	"R"	0.726	1.145
"Luis Rengifo"	0.6554	1.2657	"SI"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"L"	NA	"R"	NA	NA
"Nolan Arenado"	0.7539	1.3794	"SL"	"field_out"	"hit_into_play"	-10	86.3	108.93	150.03	1	0	"X"	2019	"R"	0	"L"	0.134	0.121
"Joe Panik"	-0.5265	1.7937	"SI"	"field_out"	"hit_into_play"	20	92	98.59	72.87	1	0	"X"	2019	"L"	0	"R"	0.313	0.346
"Joe Panik"	0.164	1.4283	"SI"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"L"	NA	"R"	NA	NA
"Nolan Arenado"	1.1829	2.3457	"SL"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"L"	NA	NA
"Lorenzo Cain"	0.4765	1.7266	"SL"	"single"	"hit_into_play_no_out"	30	65.8	185.66	138.86	0	1	"X"	2019	"R"	0.9	"R"	0.9	0.841
"Lorenzo Cain"	0.1169	1.5388	"SL"	NA	"foul"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"R"	NA	NA
"Luis Rengifo"	-0.4251	1.7757	"SL"	"single"	"hit_into_play_no_out"	14	108.6	73.63	96.62	1	1	"X"	2019	"R"	0.9	"L"	0.721	0.799
"Luis Rengifo"	0.6167	2.8721	"SL"	NA	"called_strike"	NA	NA	NA	NA	1	0	"S"	2019	"R"	NA	"L"	NA	NA
"Luis Rengifo"	-0.5694	3.8821	"FF"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"L"	NA	NA
"Hunter Dozier"	-0.1105	1.3228	"CH"	"walk"	"ball"	NA	NA	NA	NA	3	2	"B"	2019	"R"	0.7	"L"	NA	NA
"Hunter Dozier"	1.2846	1.9944	"CH"	NA	"foul"	-15	71.7	NA	NA	3	2	"S"	2019	"R"	NA	"L"	NA	NA
"Hunter Dozier"	0.5052	2.9328	"FF"	NA	"foul"	18	76.8	NA	NA	3	2	"S"	2019	"R"	NA	"L"	NA	NA
"Hunter Dozier"	0.9062	2.576	"CH"	NA	"swinging_strike"	NA	NA	NA	NA	3	1	"S"	2019	"R"	NA	"L"	NA	NA
"Hunter Dozier"	1.1881	2.0988	"CH"	NA	"ball"	NA	NA	NA	NA	2	1	"B"	2019	"R"	NA	"L"	NA	NA
"Hunter Dozier"	0.5215	2.2788	"CH"	NA	"swinging_strike"	NA	NA	NA	NA	2	0	"S"	2019	"R"	NA	"L"	NA	NA
"Hunter Dozier"	-1.7198	3.5595	"FF"	NA	"ball"	NA	NA	NA	NA	1	0	"B"	2019	"R"	NA	"L"	NA	NA
"Nolan Arenado"	0.2588	2.7778	"SL"	"strikeout"	"swinging_strike"	NA	NA	NA	NA	1	2	"S"	2019	"R"	0	"R"	NA	NA
"Hunter Dozier"	-0.155	0.0403	"KC"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"L"	NA	NA
"Nolan Arenado"	-0.3171	3.3063	"FF"	NA	"foul"	18	103.5	NA	NA	1	2	"S"	2019	"R"	NA	"R"	NA	NA
"Nolan Arenado"	1.8412	-0.5868	"SL"	NA	"ball"	NA	NA	NA	NA	0	2	"B"	2019	"R"	NA	"R"	NA	NA
"Nolan Arenado"	0.8807	1.49	"SL"	NA	"swinging_strike"	NA	NA	NA	NA	0	1	"S"	2019	"R"	NA	"R"	NA	NA
"Nolan Arenado"	-0.0962	2.8773	"FT"	NA	"called_strike"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"R"	NA	NA
"Jose Martinez"	0.3315	2.1895	"CU"	"strikeout"	"called_strike"	NA	NA	NA	NA	2	2	"S"	2019	"R"	0	"R"	NA	NA
"Jose Martinez"	1.732	1.2191	"SL"	NA	"ball"	NA	NA	NA	NA	1	2	"B"	2019	"R"	NA	"R"	NA	NA
"Jose Martinez"	0.1949	3.2062	"FF"	NA	"foul"	18	72.9	NA	NA	1	1	"S"	2019	"R"	NA	"R"	NA	NA
"Jose Martinez"	-0.1977	3.9495	"SL"	NA	"foul"	2	67.9	NA	NA	1	0	"S"	2019	"R"	NA	"R"	NA	NA
"Jose Martinez"	1.8167	0.3972	"SL"	NA	"blocked_ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"R"	NA	NA
"Hunter Dozier"	-0.4373	3.4274	"FF"	"pickoff_1b"	"swinging_strike"	NA	NA	NA	NA	0	1	"S"	2019	"R"	0	"L"	NA	NA
"Hunter Dozier"	0.5696	2.2173	"CH"	NA	"swinging_strike"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"L"	NA	NA
"Joe Panik"	-0.2833	2.1455	"FF"	"field_out"	"hit_into_play"	35	90.2	96.6	59.34	3	1	"X"	2019	"L"	0	"R"	0.047	0.067
"Joe Panik"	-0.0618	2.0987	"FF"	NA	"called_strike"	NA	NA	NA	NA	3	0	"S"	2019	"L"	NA	"R"	NA	NA
"Joe Panik"	-0.2231	1.2307	"FF"	NA	"ball"	NA	NA	NA	NA	2	0	"B"	2019	"L"	NA	"R"	NA	NA
"Joe Panik"	-0.2857	0.8343	"SL"	NA	"blocked_ball"	NA	NA	NA	NA	1	0	"B"	2019	"L"	NA	"R"	NA	NA
"Joe Panik"	0.9156	1.5151	"SL"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"L"	NA	"R"	NA	NA
"Lorenzo Cain"	0.4604	1.7963	"FC"	"field_out"	"hit_into_play"	36	84.8	201.37	103.58	2	2	"X"	2019	"R"	0	"R"	0.013	0.022
"Lorenzo Cain"	-0.5749	2.2125	"SL"	NA	"called_strike"	NA	NA	NA	NA	2	1	"S"	2019	"R"	NA	"R"	NA	NA
"Lorenzo Cain"	0.9661	1.4123	"FC"	NA	"swinging_strike"	NA	NA	NA	NA	2	0	"S"	2019	"R"	NA	"R"	NA	NA
"Lorenzo Cain"	0.893	1.3422	"SL"	NA	"ball"	NA	NA	NA	NA	1	0	"B"	2019	"R"	NA	"R"	NA	NA
"Lorenzo Cain"	-1.0177	2.3106	"FF"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"R"	NA	NA
"Luis Rengifo"	0.179	2.0639	"SL"	"force_out"	"hit_into_play"	-3	82.3	128.53	143.07	1	2	"X"	2019	"R"	0	"L"	0.176	0.168
"Luis Rengifo"	0.155	3.3069	"FF"	NA	"foul"	41	72.3	NA	NA	1	1	"S"	2019	"R"	NA	"L"	NA	NA
"Luis Rengifo"	-1.0231	1.9897	"SL"	NA	"ball"	NA	NA	NA	NA	0	1	"B"	2019	"R"	NA	"L"	NA	NA
"Luis Rengifo"	0.1365	3.2713	"FF"	NA	"swinging_strike"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"L"	NA	NA
"Nolan Arenado"	-3.0761	2.8593	"FF"	"hit_by_pitch"	"hit_by_pitch"	NA	NA	NA	NA	0	1	"B"	2019	"R"	0.7	"R"	NA	NA
"Nolan Arenado"	0.4846	1.9815	"SL"	NA	"foul_tip"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"R"	NA	NA
"Jose Martinez"	0.277	2.734	"SL"	"field_out"	"hit_into_play"	61	73.4	119.3	140.46	2	1	"X"	2019	"R"	0	"R"	0.013	0.013
"Jose Martinez"	0.0244	3.3333	"FF"	NA	"foul"	NA	NA	NA	NA	2	0	"S"	2019	"R"	NA	"R"	NA	NA
"Jose Martinez"	0.4061	3.5382	"SL"	NA	"ball"	NA	NA	NA	NA	1	0	"B"	2019	"R"	NA	"R"	NA	NA
"Jose Martinez"	0.4432	1.5743	"FF"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"R"	NA	NA
"Hunter Dozier"	0.1065	2.3216	"FF"	"field_out"	"hit_into_play"	17	100.5	200.67	90.05	0	1	"X"	2019	"R"	0	"L"	0.471	0.598
"Hunter Dozier"	-0.9956	2.6545	"FF"	NA	"foul"	29	64	NA	NA	0	0	"S"	2019	"R"	NA	"L"	NA	NA
"Lorenzo Cain"	0.8097	1.9765	"SL"	"field_out"	"hit_into_play"	-5	69	154.43	162.74	0	1	"X"	2019	"R"	0	"R"	0.095	0.079
"Lorenzo Cain"	0.6639	1.8312	"SL"	NA	"swinging_strike"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"R"	NA	NA
"Joe Panik"	-1.6195	3.7247	"SI"	"walk"	"ball"	NA	NA	NA	NA	3	0	"B"	2019	"L"	0.7	"R"	NA	NA
"Joe Panik"	-0.3601	1.0603	"SI"	NA	"ball"	NA	NA	NA	NA	2	0	"B"	2019	"L"	NA	"R"	NA	NA
"Joe Panik"	-0.1508	3.4974	"SI"	NA	"ball"	NA	NA	NA	NA	1	0	"B"	2019	"L"	NA	"R"	NA	NA
"Joe Panik"	-0.7557	0.5166	"SI"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"L"	NA	"R"	NA	NA
"Luis Rengifo"	-0.4392	2.9886	"FF"	"sac_bunt"	"hit_into_play_score"	-54	35.7	125.64	202.69	0	0	"X"	2019	"L"	0	"R"	0.147	0.141
"Matt Chapman"	-0.1217	2.6434	"CU"	"field_out"	"hit_into_play"	7	68.1	113.25	147.6	2	1	"X"	2019	"R"	0	"R"	0.21	0.196
"Matt Chapman"	1.5047	3.3453	"FF"	NA	"ball"	NA	NA	NA	NA	1	1	"B"	2019	"R"	NA	"R"	NA	NA
"Matt Chapman"	-0.9883	2.7525	"CU"	NA	"ball"	NA	NA	NA	NA	0	1	"B"	2019	"R"	NA	"R"	NA	NA
"Matt Chapman"	-0.6165	1.8379	"CU"	NA	"called_strike"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"R"	NA	NA
"Luis Rengifo"	0.1666	1.7578	"SI"	"double"	"hit_into_play_score"	20	105.2	165.57	41.85	3	2	"X"	2019	"L"	1.25	"R"	0.758	1.076
"Luis Rengifo"	-1.024	2.2168	"SI"	NA	"called_strike"	NA	NA	NA	NA	3	1	"S"	2019	"L"	NA	"R"	NA	NA
"Luis Rengifo"	-1.1646	3.4305	"FC"	NA	"ball"	NA	NA	NA	NA	2	1	"B"	2019	"L"	NA	"R"	NA	NA
"Luis Rengifo"	-0.951	0.8167	"SI"	NA	"ball"	NA	NA	NA	NA	1	1	"B"	2019	"L"	NA	"R"	NA	NA
"Luis Rengifo"	0.3732	1.0621	"SI"	NA	"swinging_strike"	NA	NA	NA	NA	1	0	"S"	2019	"L"	NA	"R"	NA	NA
"Luis Rengifo"	0.9125	3.0454	"FF"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"L"	NA	"R"	NA	NA
"Matt Chapman"	0.5995	0.9933	"SL"	"strikeout"	"swinging_strike"	NA	NA	NA	NA	1	2	"S"	2019	"R"	0	"R"	NA	NA
"Matt Chapman"	0.4846	1.8944	"FF"	NA	"called_strike"	NA	NA	NA	NA	1	1	"S"	2019	"R"	NA	"R"	NA	NA
"Matt Chapman"	0.5244	1.7816	"FF"	NA	"called_strike"	NA	NA	NA	NA	1	0	"S"	2019	"R"	NA	"R"	NA	NA
"Matt Chapman"	1.4804	1.5639	"SL"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"R"	NA	NA
"Hunter Dozier"	0.4481	1.5463	"FC"	"field_out"	"hit_into_play"	26	80.5	141.68	79.11	1	0	"X"	2019	"R"	0	"R"	0.245	0.242
"Hunter Dozier"	0.5339	1.0527	"FC"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"R"	NA	NA
"Jose Martinez"	0.4313	1.6722	"SL"	"strikeout"	"swinging_strike"	NA	NA	NA	NA	0	2	"S"	2019	"R"	0	"R"	NA	NA
"Jose Martinez"	0.635	3.5803	"FF"	NA	"foul"	23	76.5	NA	NA	0	2	"S"	2019	"R"	NA	"R"	NA	NA
"Jose Martinez"	0.9709	3.251	"SL"	NA	"foul"	-57	61	NA	NA	0	2	"S"	2019	"R"	NA	"R"	NA	NA
"Jose Martinez"	0.9056	2.9878	"SL"	NA	"called_strike"	NA	NA	NA	NA	0	1	"S"	2019	"R"	NA	"R"	NA	NA
"Jose Martinez"	0.3235	3.1597	"SL"	NA	"foul"	59	72.4	NA	NA	0	0	"S"	2019	"R"	NA	"R"	NA	NA
"Manny Machado"	1.1506	3.0338	"FF"	"walk"	"ball"	NA	NA	NA	NA	3	1	"B"	2019	"R"	0.7	"L"	NA	NA
"Manny Machado"	1.4566	4.2735	"SL"	NA	"ball"	NA	NA	NA	NA	2	1	"B"	2019	"R"	NA	"L"	NA	NA
"Manny Machado"	1.209	3.5529	"SL"	NA	"ball"	NA	NA	NA	NA	1	1	"B"	2019	"R"	NA	"L"	NA	NA
"Manny Machado"	0.4288	2.0356	"FF"	NA	"called_strike"	NA	NA	NA	NA	1	0	"S"	2019	"R"	NA	"L"	NA	NA
"Manny Machado"	1.7281	2.3369	"FF"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"L"	NA	NA
"Miguel Cabrera"	0.0708	2.3249	"SL"	"field_out"	"hit_into_play"	38	87.8	185.54	87.73	1	1	"X"	2019	"R"	0	"R"	0.005	0.008
"Miguel Cabrera"	0.6817	4.218	"FF"	NA	"ball"	NA	NA	NA	NA	0	1	"B"	2019	"R"	NA	"R"	NA	NA
"Miguel Cabrera"	0.6167	2.3136	"FF"	NA	"called_strike"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"R"	NA	NA
"Luis Rengifo"	0.5626	2.0235	"FF"	"grounded_into_double_play"	"hit_into_play"	0	92.7	147.77	150.63	0	0	"X"	2019	"L"	0	"R"	0.36	0.329
"Buster Posey"	0.2865	1.8755	"SL"	"double"	"hit_into_play_no_out"	23	78.7	58.54	120.62	2	2	"X"	2019	"R"	1.25	"R"	0.6	0.578
"Buster Posey"	2.2191	2.1418	"SL"	NA	"ball"	NA	NA	NA	NA	1	2	"B"	2019	"R"	NA	"R"	NA	NA
"Buster Posey"	2.2006	1.1869	"SL"	NA	"ball"	NA	NA	NA	NA	0	2	"B"	2019	"R"	NA	"R"	NA	NA
"Buster Posey"	0.44	2.4154	"SI"	NA	"called_strike"	NA	NA	NA	NA	0	1	"S"	2019	"R"	NA	"R"	NA	NA
"Buster Posey"	0.5076	2.1413	"FF"	NA	"called_strike"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"R"	NA	NA
"Hunter Dozier"	0.0156	1.8585	"SI"	"field_out"	"hit_into_play"	7	112.7	103.64	153.12	1	0	"X"	2019	"R"	0	"R"	0.758	0.77
"Hunter Dozier"	-0.5677	1.4344	"CU"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"R"	NA	NA
"Matt Chapman"	0.5386	1.7832	"SL"	"field_out"	"hit_into_play"	-52	58.4	126.14	203.48	2	0	"X"	2019	"R"	0	"R"	0.145	0.123
"Matt Chapman"	1.4152	0.6655	"CH"	NA	"ball"	NA	NA	NA	NA	1	0	"B"	2019	"R"	NA	"R"	NA	NA
"Jose Martinez"	0.3038	1.7853	"FT"	"single"	"hit_into_play_no_out"	-6	107	139.62	89.16	3	1	"X"	2019	"R"	0.9	"R"	0.384	0.386
"Jose Martinez"	-0.6363	2.7533	"CH"	NA	"called_strike"	NA	NA	NA	NA	3	0	"S"	2019	"R"	NA	"R"	NA	NA
"Matt Chapman"	1.127	2.4353	"SL"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"R"	NA	NA
"Jose Martinez"	1.0038	1.1567	"FF"	NA	"ball"	NA	NA	NA	NA	2	0	"B"	2019	"R"	NA	"R"	NA	NA
"Jose Martinez"	-2.1113	4.2076	"CH"	NA	"ball"	NA	NA	NA	NA	1	0	"B"	2019	"R"	NA	"R"	NA	NA
"Jose Martinez"	1.3709	2.801	"FF"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"R"	NA	NA
"Joe Panik"	-0.0554	2.4661	"FT"	"field_out"	"hit_into_play"	0	100.4	113.72	140.31	1	2	"X"	2019	"L"	0	"R"	0.437	0.422
"Joe Panik"	1.2285	-0.519	"SL"	NA	"ball"	NA	NA	NA	NA	0	2	"B"	2019	"L"	NA	"R"	NA	NA
"Joe Panik"	-0.3988	3.3297	"FF"	NA	"foul"	NA	NA	NA	NA	0	1	"S"	2019	"L"	NA	"R"	NA	NA
"Joe Panik"	-0.2258	2.6365	"FF"	NA	"foul"	14	80.1	NA	NA	0	0	"S"	2019	"L"	NA	"R"	NA	NA
"Miguel Cabrera"	-0.7514	2.5826	"FF"	"field_out"	"hit_into_play"	16	63.9	151.65	164.42	1	2	"X"	2019	"R"	0	"R"	0.326	0.28
"Miguel Cabrera"	-0.1959	1.7268	"FF"	NA	"foul"	41	88.9	NA	NA	1	1	"S"	2019	"R"	NA	"R"	NA	NA
"Miguel Cabrera"	1.8593	1.4963	"FF"	NA	"ball"	NA	NA	NA	NA	0	1	"B"	2019	"R"	NA	"R"	NA	NA
"Miguel Cabrera"	-0.3194	3.5953	"FF"	NA	"swinging_strike"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"R"	NA	NA
"Nolan Arenado"	-0.7172	3.1396	"FF"	"single"	"hit_into_play_no_out"	23	75.1	94.3	97.24	0	2	"X"	2019	"R"	0.9	"L"	0.871	0.8
"Nolan Arenado"	-0.5897	3.0121	"FF"	NA	"foul"	47	61.9	NA	NA	0	1	"S"	2019	"R"	NA	"L"	NA	NA
"Nolan Arenado"	0.2557	1.3625	"SL"	NA	"swinging_strike"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"L"	NA	NA
"Hunter Dozier"	-0.107	2.5395	"SL"	"double"	"hit_into_play_no_out"	7	102.3	45.5	117.99	1	1	"X"	2019	"R"	1.25	"R"	0.684	0.644
"Hunter Dozier"	-0.4858	2.1784	"SL"	NA	"foul"	78	74.6	NA	NA	1	0	"S"	2019	"R"	NA	"R"	NA	NA
"Manny Machado"	-0.1027	2.0629	"FT"	"field_out"	"hit_into_play"	-13	108.9	148.93	149.17	1	0	"X"	2019	"R"	0	"R"	0.358	0.298
"Hunter Dozier"	-0.8522	3.0356	"SL"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"R"	NA	NA
"Manny Machado"	0.0489	1.2674	"SL"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"R"	NA	NA
"Luis Rengifo"	0.4516	1.3258	"CU"	"strikeout"	"swinging_strike"	NA	NA	NA	NA	1	2	"S"	2019	"L"	0	"R"	NA	NA
"Luis Rengifo"	0.3237	3.4232	"FF"	NA	"foul"	NA	NA	NA	NA	1	2	"S"	2019	"L"	NA	"R"	NA	NA
"Luis Rengifo"	0.3322	2.376	"FF"	NA	"foul"	NA	NA	NA	NA	1	1	"S"	2019	"L"	NA	"R"	NA	NA
"Luis Rengifo"	0.7701	2.5874	"FC"	NA	"called_strike"	NA	NA	NA	NA	1	0	"S"	2019	"L"	NA	"R"	NA	NA
"Luis Rengifo"	0.0042	1.303	"CU"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"L"	NA	"R"	NA	NA
"Buster Posey"	0.6622	1.9822	"CH"	"field_out"	"hit_into_play"	-7	96.9	119.39	147.35	1	2	"X"	2019	"R"	0	"R"	0.279	0.247
"Buster Posey"	-0.4014	2.6652	"FF"	NA	"foul"	NA	NA	NA	NA	1	2	"S"	2019	"R"	NA	"R"	NA	NA
"Buster Posey"	-0.6444	2.5375	"FF"	NA	"foul"	NA	NA	NA	NA	1	2	"S"	2019	"R"	NA	"R"	NA	NA
"Buster Posey"	1.8687	-0.1624	"CU"	NA	"ball"	NA	NA	NA	NA	0	2	"B"	2019	"R"	NA	"R"	NA	NA
"Buster Posey"	1.0789	2.921	"FF"	NA	"foul"	4	89.9	NA	NA	0	2	"S"	2019	"R"	NA	"R"	NA	NA
"Buster Posey"	0.091	2.3447	"FF"	NA	"foul"	7	83.1	NA	NA	0	1	"S"	2019	"R"	NA	"R"	NA	NA
"Buster Posey"	0.0696	3.0416	"FF"	NA	"called_strike"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"R"	NA	NA
"Joe Panik"	-0.7537	1.6359	"CH"	"field_out"	"hit_into_play"	15	71.2	149.81	130.74	1	2	"X"	2019	"L"	0	"R"	0.518	0.492
"Joe Panik"	0.4516	1.6381	"CH"	NA	"called_strike"	NA	NA	NA	NA	1	1	"S"	2019	"L"	NA	"R"	NA	NA
"Joe Panik"	0.5806	3.3526	"FF"	NA	"ball"	NA	NA	NA	NA	0	1	"B"	2019	"L"	NA	"R"	NA	NA
"Joe Panik"	-0.8057	1.6459	"FF"	NA	"called_strike"	NA	NA	NA	NA	0	0	"S"	2019	"L"	NA	"R"	NA	NA
"Jose Martinez"	-0.4765	2.843	"KC"	"field_out"	"hit_into_play"	-37	66.6	95.42	169.42	2	2	"X"	2019	"R"	0	"R"	0.071	0.055
"Jose Martinez"	0.63	2.406	"FF"	NA	"called_strike"	NA	NA	NA	NA	2	1	"S"	2019	"R"	NA	"R"	NA	NA
"Matt Chapman"	-0.0618	2.7657	"CU"	"field_out"	"hit_into_play"	39	100.1	83.79	57.87	1	2	"X"	2019	"R"	0	"R"	0.171	0.333
"Jose Martinez"	1.0697	2.5308	"FF"	NA	"ball"	NA	NA	NA	NA	1	1	"B"	2019	"R"	NA	"R"	NA	NA
"Jose Martinez"	0.5085	1.8257	"FF"	NA	"called_strike"	NA	NA	NA	NA	1	0	"S"	2019	"R"	NA	"R"	NA	NA
"Matt Chapman"	0.4311	2.3767	"FF"	NA	"foul"	31	71.8	NA	NA	1	1	"S"	2019	"R"	NA	"R"	NA	NA
"Matt Chapman"	0.1742	2.2921	"SL"	NA	"foul"	-50	64.8	NA	NA	1	0	"S"	2019	"R"	NA	"R"	NA	NA
"Jose Martinez"	-1.2847	2.5213	"CH"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"R"	NA	NA
