"player_name"	"plate_x"	"plate_z"	"pitch_type"	"events"	"description"	"launch_angle"	"launch_speed"	"hc_x"	"hc_y"	"balls"	"strikes"	"type"	"game_year"	"stand"	"woba_value"	"p_throws"	"estimated_ba_using_speedangle"	"estimated_woba_using_speedangle"
"Lorenzo Cain"	0.3642	1.9707	"SL"	NA	"foul"	NA	NA	NA	NA	1	1	"S"	2019	"R"	NA	"R"	NA	NA
"Lorenzo Cain"	0.4493	0.7629	"SL"	NA	"ball"	NA	NA	NA	NA	0	1	"B"	2019	"R"	NA	"R"	NA	NA
"Lorenzo Cain"	-0.2266	1.6417	"SL"	NA	"called_strike"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"R"	NA	NA
"Miguel Cabrera"	0.6768	2.9796	"FF"	"single"	"hit_into_play_no_out"	15	99.2	179.29	86.91	1	2	"X"	2019	"R"	0.9	"R"	0.655	0.714
"Miguel Cabrera"	0.4451	0.9238	"CH"	NA	"swinging_strike"	NA	NA	NA	NA	1	1	"S"	2019	"R"	NA	"R"	NA	NA
"Miguel Cabrera"	0.2499	1.042	"CH"	NA	"foul"	NA	NA	NA	NA	1	0	"S"	2019	"R"	NA	"R"	NA	NA
"Miguel Cabrera"	0.7167	3.5097	"SL"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"R"	NA	NA
"Buster Posey"	-0.8432	2.5438	"FS"	"field_out"	"hit_into_play"	8	66	131.49	141.62	0	1	"X"	2019	"R"	0	"R"	0.197	0.175
"Buster Posey"	0.5692	3.1319	"FF"	NA	"called_strike"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"R"	NA	NA
"Jose Martinez"	0.1884	1.874	"FT"	"field_out"	"hit_into_play"	-14	87.2	111.85	170	3	2	"X"	2019	"R"	0	"R"	0.105	0.092
"Jose Martinez"	0.9811	0.7127	"SL"	NA	"ball"	NA	NA	NA	NA	2	2	"B"	2019	"R"	NA	"R"	NA	NA
"Hunter Dozier"	0.6545	2.0589	"SL"	"field_out"	"hit_into_play"	-28	87.3	104.23	157.81	0	1	"X"	2019	"R"	0	"R"	0.055	0.048
"Jose Martinez"	1.6437	0.9167	"SL"	NA	"ball"	3	21.6	NA	NA	1	2	"B"	2019	"R"	NA	"R"	NA	NA
"Hunter Dozier"	-0.9294	2.8397	"FF"	NA	"called_strike"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"R"	NA	NA
"Jose Martinez"	-0.9908	2.5527	"FT"	NA	"foul"	NA	NA	NA	NA	1	1	"S"	2019	"R"	NA	"R"	NA	NA
"Jose Martinez"	2.1251	-0.0275	"SL"	NA	"ball"	NA	NA	NA	NA	0	1	"B"	2019	"R"	NA	"R"	NA	NA
"Jose Martinez"	-0.0318	1.7865	"FT"	NA	"called_strike"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"R"	NA	NA
"Matt Chapman"	-0.6527	2.2501	"SL"	"home_run"	"hit_into_play_score"	34	100.6	38.19	65.15	3	2	"X"	2019	"R"	2	"L"	0.479	0.984
"Matt Chapman"	0.6137	3.823	"CH"	NA	"ball"	NA	NA	NA	NA	2	2	"B"	2019	"R"	NA	"L"	NA	NA
"Lorenzo Cain"	0.3751	2.3928	"SL"	"field_out"	"hit_into_play"	20	96.7	151.14	54.18	1	2	"X"	2019	"R"	0	"R"	0.31	0.394
"Matt Chapman"	-1.9404	3.2789	"FF"	NA	"ball"	NA	NA	NA	NA	1	2	"B"	2019	"R"	NA	"L"	NA	NA
"Matt Chapman"	-0.3078	4.0922	"FF"	NA	"foul"	31	78.6	NA	NA	1	1	"S"	2019	"R"	NA	"L"	NA	NA
"Lorenzo Cain"	1.0833	2.6855	"FF"	NA	"foul"	15	71.9	NA	NA	1	1	"S"	2019	"R"	NA	"R"	NA	NA
"Lorenzo Cain"	0.4957	2.3357	"SL"	NA	"foul"	25	62.2	NA	NA	1	0	"S"	2019	"R"	NA	"R"	NA	NA
"Matt Chapman"	0.4509	2.3346	"CH"	NA	"foul"	24	91.2	NA	NA	1	0	"S"	2019	"R"	NA	"L"	NA	NA
"Matt Chapman"	-1.0862	2.1759	"FF"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"L"	NA	NA
"Lorenzo Cain"	0.442	1.695	"FT"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"R"	NA	NA
"Manny Machado"	0.3258	1.2571	"FF"	"field_out"	"hit_into_play"	41	79.3	163.5	99.51	1	2	"X"	2019	"R"	0	"R"	0.029	0.021
"Manny Machado"	-0.4709	2.1623	"FF"	NA	"foul"	35	73.2	NA	NA	1	1	"S"	2019	"R"	NA	"R"	NA	NA
"Manny Machado"	1.2688	2.5356	"FF"	NA	"ball"	NA	NA	NA	NA	0	1	"B"	2019	"R"	NA	"R"	NA	NA
"Manny Machado"	0.1839	2.7239	"SL"	NA	"called_strike"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"R"	NA	NA
"Buster Posey"	-0.8138	0.8629	"SL"	"strikeout"	"swinging_strike"	NA	NA	NA	NA	1	2	"S"	2019	"R"	0	"L"	NA	NA
"Buster Posey"	-0.6111	2.0214	"SL"	NA	"foul"	-15	72.4	NA	NA	1	1	"S"	2019	"R"	NA	"L"	NA	NA
"Buster Posey"	0.5774	2.2557	"CH"	NA	"called_strike"	NA	NA	NA	NA	1	0	"S"	2019	"R"	NA	"L"	NA	NA
"Buster Posey"	1.2502	4.4256	"CU"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"L"	NA	NA
"Miguel Cabrera"	0.2047	3.1376	"FT"	"field_out"	"hit_into_play"	-23	89.2	128.47	181.26	3	2	"X"	2019	"R"	0	"R"	0.105	0.093
"Miguel Cabrera"	-0.0128	2.3967	"FF"	NA	"foul"	NA	NA	NA	NA	3	2	"S"	2019	"R"	NA	"R"	NA	NA
"Miguel Cabrera"	0.8796	3.6712	"FF"	NA	"ball"	NA	NA	NA	NA	2	2	"B"	2019	"R"	NA	"R"	NA	NA
"Miguel Cabrera"	0.1736	2.8431	"FF"	NA	"swinging_strike"	NA	NA	NA	NA	2	1	"S"	2019	"R"	NA	"R"	NA	NA
"Miguel Cabrera"	1.1442	2.3207	"FF"	NA	"ball"	NA	NA	NA	NA	1	1	"B"	2019	"R"	NA	"R"	NA	NA
"Miguel Cabrera"	0.4975	3.3097	"FF"	NA	"foul"	34	77.8	NA	NA	1	0	"S"	2019	"R"	NA	"R"	NA	NA
"Miguel Cabrera"	1.1552	0.6304	"KC"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"R"	NA	NA
"Manny Machado"	0.0764	2.1964	"FF"	"home_run"	"hit_into_play_score"	39	98.2	221.32	92.56	0	0	"X"	2019	"R"	2	"R"	0.113	0.227
"Lorenzo Cain"	0.6774	3.7843	"FF"	"single"	"hit_into_play_no_out"	12	88.9	163.5	85.7	0	2	"X"	2019	"R"	0.9	"R"	0.86	0.794
"Hunter Dozier"	0.0149	2.3957	"FF"	"field_out"	"hit_into_play"	32	84.2	216.84	104.95	0	0	"X"	2019	"R"	0	"L"	0.008	0.013
"Lorenzo Cain"	-0.1636	2.6032	"SL"	NA	"called_strike"	NA	NA	NA	NA	0	1	"S"	2019	"R"	NA	"R"	NA	NA
"Lorenzo Cain"	0.2143	1.3171	"SL"	NA	"called_strike"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"R"	NA	NA
"Matt Chapman"	-1.5041	3.0811	"FF"	"walk"	"ball"	NA	NA	NA	NA	3	2	"B"	2019	"R"	0.7	"L"	NA	NA
"Matt Chapman"	0.8104	2.4075	"FF"	NA	"foul"	37	74.2	NA	NA	3	2	"S"	2019	"R"	NA	"L"	NA	NA
"Matt Chapman"	-0.1308	3.2618	"FF"	NA	"foul"	NA	NA	NA	NA	3	2	"S"	2019	"R"	NA	"L"	NA	NA
"Matt Chapman"	-0.4551	2.6494	"FF"	NA	"foul"	NA	NA	NA	NA	3	1	"S"	2019	"R"	NA	"L"	NA	NA
"Matt Chapman"	0.0233	0.7679	"CH"	NA	"ball"	NA	NA	NA	NA	2	1	"B"	2019	"R"	NA	"L"	NA	NA
"Matt Chapman"	1.1756	1.2485	"CH"	NA	"ball"	NA	NA	NA	NA	1	1	"B"	2019	"R"	NA	"L"	NA	NA
"Matt Chapman"	-2.3088	2.2979	"FF"	NA	"ball"	NA	NA	NA	NA	0	1	"B"	2019	"R"	NA	"L"	NA	NA
"Matt Chapman"	0.1857	1.7455	"FF"	NA	"called_strike"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"L"	NA	NA
"Buster Posey"	-0.5513	3.3648	"FF"	"field_out"	"hit_into_play"	64	86.5	166.63	143.71	1	2	"X"	2019	"R"	0	"L"	0.008	0.008
"Miguel Cabrera"	-0.3074	3.4171	"FF"	"strikeout"	"swinging_strike"	NA	NA	NA	NA	3	2	"S"	2019	"R"	0	"R"	NA	NA
"Buster Posey"	-0.5757	1.0038	"CH"	NA	"foul"	2	91.1	NA	NA	1	1	"S"	2019	"R"	NA	"L"	NA	NA
"Miguel Cabrera"	-0.4924	3.3742	"FF"	NA	"foul_tip"	NA	NA	NA	NA	3	1	"S"	2019	"R"	NA	"R"	NA	NA
"Buster Posey"	0.726	2.1419	"FF"	NA	"called_strike"	NA	NA	NA	NA	1	0	"S"	2019	"R"	NA	"L"	NA	NA
"Buster Posey"	-0.2392	0.955	"CH"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"L"	NA	NA
"Miguel Cabrera"	-0.7057	4.2676	"FF"	NA	"ball"	NA	NA	NA	NA	2	1	"B"	2019	"R"	NA	"R"	NA	NA
"Miguel Cabrera"	-1.216	5.1582	"FC"	NA	"ball"	NA	NA	NA	NA	1	1	"B"	2019	"R"	NA	"R"	NA	NA
"Miguel Cabrera"	0.0601	2.8979	"FF"	NA	"foul"	53	72.7	NA	NA	1	0	"S"	2019	"R"	NA	"R"	NA	NA
"Miguel Cabrera"	0.6464	1.2732	"KC"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"R"	NA	NA
"Matt Chapman"	-0.0058	1.7574	"FF"	"double"	"hit_into_play_score"	21	101.7	95.59	42.5	2	1	"X"	2019	"R"	1.25	"R"	0.629	0.849
"Matt Chapman"	-0.0255	1.7952	"SL"	NA	"foul"	77	70.7	NA	NA	2	0	"S"	2019	"R"	NA	"R"	NA	NA
"Matt Chapman"	-0.4629	1.1079	"SL"	NA	"ball"	NA	NA	NA	NA	1	0	"B"	2019	"R"	NA	"R"	NA	NA
"Manny Machado"	0.0502	2.5184	"FT"	"field_out"	"hit_into_play"	2	109.4	143.61	149.77	1	0	"X"	2019	"R"	0	"R"	0.55	0.495
"Manny Machado"	-0.1554	0.9887	"FT"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"R"	NA	NA
"Matt Chapman"	0.1302	0.9356	"SL"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"R"	NA	NA
"Hunter Dozier"	-0.4682	2.4697	"SL"	"home_run"	"hit_into_play_score"	24	113.5	NA	NA	2	1	"X"	2019	"R"	2	"L"	0.987	1.981
"Hunter Dozier"	0.336	1.9438	"FF"	NA	"called_strike"	NA	NA	NA	NA	2	0	"S"	2019	"R"	NA	"L"	NA	NA
"Hunter Dozier"	-1.4497	1.4664	"FF"	NA	"ball"	NA	NA	NA	NA	1	0	"B"	2019	"R"	NA	"L"	NA	NA
"Lorenzo Cain"	0.3313	2.1507	"FT"	"field_out"	"hit_into_play"	14	98.8	197.17	109.02	1	0	"X"	2019	"R"	0	"R"	0.787	0.778
"Hunter Dozier"	-0.7688	1.9847	"SL"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"L"	NA	NA
"Lorenzo Cain"	0.1611	1.0638	"SL"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"R"	NA	NA
"Buster Posey"	-0.0872	1.9546	"SL"	"field_out"	"hit_into_play"	7	102.2	98.79	159.46	1	2	"X"	2019	"R"	0	"L"	0.684	0.644
"Buster Posey"	0.0376	3.6913	"FF"	NA	"foul"	43	82.3	NA	NA	1	1	"S"	2019	"R"	NA	"L"	NA	NA
"Buster Posey"	1.0175	1.9317	"FF"	NA	"called_strike"	NA	NA	NA	NA	1	0	"S"	2019	"R"	NA	"L"	NA	NA
"Miguel Cabrera"	-0.178	3.3573	"FT"	"single"	"hit_into_play_no_out"	24	80.5	160.98	95.85	3	2	"X"	2019	"R"	0.9	"R"	0.434	0.401
"Buster Posey"	1.3128	3.6944	"FF"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"L"	NA	NA
"Miguel Cabrera"	1.0232	0.8614	"CH"	NA	"ball"	NA	NA	NA	NA	2	2	"B"	2019	"R"	NA	"R"	NA	NA
"Miguel Cabrera"	-0.4146	3.7673	"FT"	NA	"ball"	NA	NA	NA	NA	1	2	"B"	2019	"R"	NA	"R"	NA	NA
"Miguel Cabrera"	1.3965	1.414	"SL"	NA	"ball"	NA	NA	NA	NA	0	2	"B"	2019	"R"	NA	"R"	NA	NA
"Miguel Cabrera"	0.0133	2.4488	"FF"	NA	"foul_tip"	NA	NA	NA	NA	0	1	"S"	2019	"R"	NA	"R"	NA	NA
"Miguel Cabrera"	0.4388	2.2647	"FF"	NA	"foul"	21	75.5	NA	NA	0	0	"S"	2019	"R"	NA	"R"	NA	NA
"Matt Chapman"	0.4506	2.0472	"CH"	"double"	"hit_into_play_no_out"	21	93.4	95.19	59.89	2	2	"X"	2019	"R"	1.25	"R"	0.24	0.291
"Matt Chapman"	0.0524	2.5797	"FF"	NA	"foul_tip"	NA	NA	NA	NA	2	1	"S"	2019	"R"	NA	"R"	NA	NA
"Matt Chapman"	0.4735	-0.112	"CH"	NA	"ball"	NA	NA	NA	NA	1	1	"B"	2019	"R"	NA	"R"	NA	NA
"Matt Chapman"	-0.7544	1.2695	"SL"	NA	"ball"	NA	NA	NA	NA	0	1	"B"	2019	"R"	NA	"R"	NA	NA
"Manny Machado"	0.0015	1.8106	"CH"	"field_out"	"hit_into_play"	-24	97	104.85	156.43	2	1	"X"	2019	"R"	0	"R"	0.158	0.142
"Matt Chapman"	0.0671	2.0663	"FF"	NA	"called_strike"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"R"	NA	NA
"Manny Machado"	0.4058	2.2298	"FC"	NA	"called_strike"	NA	NA	NA	NA	2	0	"S"	2019	"R"	NA	"R"	NA	NA
"Manny Machado"	-0.7327	1.2844	"FT"	NA	"ball"	NA	NA	NA	NA	1	0	"B"	2019	"R"	NA	"R"	NA	NA
"Manny Machado"	1.6347	1.3648	"FC"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"R"	NA	NA
"Lorenzo Cain"	-0.283	2.031	"FT"	"single"	"hit_into_play_no_out"	18	84.8	137.83	87.41	0	1	"X"	2019	"R"	0.9	"R"	0.824	0.794
"Lorenzo Cain"	0.4937	2.3676	"FT"	NA	"called_strike"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"R"	NA	NA
"Lorenzo Cain"	0.3811	1.2537	"SL"	"field_out"	"hit_into_play"	0	77.7	110.95	152.65	1	2	"X"	2019	"R"	0	"R"	0.179	0.155
"Lorenzo Cain"	1.2515	1.4769	"SL"	NA	"swinging_strike"	NA	NA	NA	NA	1	1	"S"	2019	"R"	NA	"R"	NA	NA
"Lorenzo Cain"	-0.1195	1.5912	"SL"	NA	"called_strike"	NA	NA	NA	NA	1	0	"S"	2019	"R"	NA	"R"	NA	NA
"Lorenzo Cain"	0.6752	0.9365	"SL"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"R"	NA	NA
"Hunter Dozier"	0.2753	2.1556	"SI"	"force_out"	"hit_into_play"	1	111.7	144.87	146.13	0	1	"X"	2019	"R"	0	"R"	0.553	0.498
"Hunter Dozier"	0.6351	2.1538	"SI"	NA	"called_strike"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"R"	NA	NA
"Nolan Arenado"	0.7631	2.7349	"SL"	"strikeout"	"swinging_strike"	NA	NA	NA	NA	1	2	"S"	2019	"R"	0	"R"	NA	NA
"Nolan Arenado"	-0.8312	3.7526	"FF"	NA	"ball"	NA	NA	NA	NA	0	2	"B"	2019	"R"	NA	"R"	NA	NA
"Nolan Arenado"	0.5879	3.4724	"FF"	NA	"foul"	NA	NA	NA	NA	0	2	"S"	2019	"R"	NA	"R"	NA	NA
"Nolan Arenado"	-0.0692	2.4239	"SL"	NA	"called_strike"	NA	NA	NA	NA	0	1	"S"	2019	"R"	NA	"R"	NA	NA
"Nolan Arenado"	0.6284	2.7691	"FF"	NA	"called_strike"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"R"	NA	NA
"Manny Machado"	-0.9644	2.6003	"CU"	"field_out"	"hit_into_play"	69	80	139.37	167.94	0	0	"X"	2019	"R"	0	"R"	0	0
"Jose Martinez"	0.3894	2.3217	"FF"	"field_out"	"hit_into_play"	24	94.4	203.49	87.11	0	2	"X"	2019	"R"	0	"L"	0.245	0.314
"Jose Martinez"	0.3489	2.6851	"FF"	NA	"swinging_strike"	NA	NA	NA	NA	0	1	"S"	2019	"R"	NA	"L"	NA	NA
"Jose Martinez"	0.0858	2.8694	"FF"	NA	"called_strike"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"L"	NA	NA
"Buster Posey"	0.3355	2.9252	"FF"	"field_out"	"hit_into_play"	34	94.3	201.36	78.77	2	1	"X"	2019	"R"	0	"L"	0.153	0.3
"Matt Chapman"	0.094	1.812	"SI"	"field_out"	"hit_into_play"	-11	105	105.75	152.22	0	0	"X"	2019	"R"	0	"R"	0.31	0.291
"Buster Posey"	1.0239	3.4517	"CH"	NA	"ball"	NA	NA	NA	NA	1	1	"B"	2019	"R"	NA	"L"	NA	NA
"Buster Posey"	-0.187	1.2464	"CU"	NA	"swinging_strike"	NA	NA	NA	NA	1	0	"S"	2019	"R"	NA	"L"	NA	NA
"Buster Posey"	-1.3684	2.4126	"FT"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"L"	NA	NA
"Lorenzo Cain"	-1.8809	3.9031	"SL"	"hit_by_pitch"	"hit_by_pitch"	NA	NA	NA	NA	2	2	"B"	2019	"R"	0.7	"R"	NA	NA
"Lorenzo Cain"	0.0807	2.0044	"SL"	NA	"foul"	NA	NA	NA	NA	2	1	"S"	2019	"R"	NA	"R"	NA	NA
"Lorenzo Cain"	-1.1586	3.0618	"SL"	NA	"ball"	NA	NA	NA	NA	1	1	"B"	2019	"R"	NA	"R"	NA	NA
"Lorenzo Cain"	0.6883	1.5852	"SL"	NA	"ball"	NA	NA	NA	NA	0	1	"B"	2019	"R"	NA	"R"	NA	NA
"Lorenzo Cain"	-0.016	2.239	"SL"	NA	"called_strike"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"R"	NA	NA
"Miguel Cabrera"	-0.7004	1.964	"CH"	"field_out"	"hit_into_play"	0	103.6	98.79	159.46	0	0	"X"	2019	"R"	0	"R"	0.468	0.431
"Hunter Dozier"	-0.4406	1.4124	"CH"	"strikeout"	"called_strike"	NA	NA	NA	NA	2	2	"S"	2019	"R"	0	"L"	NA	NA
"Hunter Dozier"	0.0161	3.4386	"SI"	NA	"ball"	NA	NA	NA	NA	1	2	"B"	2019	"R"	NA	"L"	NA	NA
"Hunter Dozier"	0.2399	2.5937	"FC"	NA	"foul"	48	67.2	NA	NA	1	2	"S"	2019	"R"	NA	"L"	NA	NA
"Hunter Dozier"	-1.1009	2.2386	"FC"	NA	"foul"	11	109.4	NA	NA	1	1	"S"	2019	"R"	NA	"L"	NA	NA
"Hunter Dozier"	-0.38	0.5281	"CU"	NA	"ball"	NA	NA	NA	NA	0	1	"B"	2019	"R"	NA	"L"	NA	NA
"Hunter Dozier"	-0.191	1.8092	"CU"	NA	"called_strike"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"L"	NA	NA
"Matt Chapman"	-1.6247	1.2037	"FC"	"strikeout"	"swinging_strike"	NA	NA	NA	NA	2	2	"S"	2019	"R"	0	"L"	NA	NA
"Matt Chapman"	1.4133	2.3119	"SI"	NA	"ball"	NA	NA	NA	NA	1	2	"B"	2019	"R"	NA	"L"	NA	NA
"Matt Chapman"	0.5861	1.2804	"CH"	NA	"foul"	-17	65.2	NA	NA	1	2	"S"	2019	"R"	NA	"L"	NA	NA
"Matt Chapman"	-1.7765	1.1712	"FC"	NA	"ball"	NA	NA	NA	NA	0	2	"B"	2019	"R"	NA	"L"	NA	NA
"Matt Chapman"	0.5797	1.4495	"SI"	NA	"swinging_strike"	NA	NA	NA	NA	0	1	"S"	2019	"R"	NA	"L"	NA	NA
"Matt Chapman"	0.9044	2.3746	"SI"	NA	"called_strike"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"L"	NA	NA
"Nolan Arenado"	0.4148	2.1496	"CU"	"field_out"	"hit_into_play"	50	82.8	108.81	95.28	0	0	"X"	2019	"R"	0	"L"	0.029	0.023
"Manny Machado"	-0.9556	1.8208	"SL"	"field_out"	"hit_into_play"	-36	61.3	113.33	164.31	0	0	"X"	2019	"R"	0	"L"	0.066	0.05
"Miguel Cabrera"	-0.0163	2.5646	"FC"	"double"	"hit_into_play_score"	23	103.5	98.29	38.48	0	0	"X"	2019	"R"	1.25	"R"	0.81	1.342
"Buster Posey"	-1.2644	1.9704	"SL"	"field_out"	"hit_into_play"	45	37.2	130.78	168.56	1	2	"X"	2019	"R"	0	"L"	0.121	0.097
"Lorenzo Cain"	0.6628	1.9062	"SL"	"field_out"	"hit_into_play"	-25	68.3	113.37	167.18	1	1	"X"	2019	"R"	0	"R"	0.06	0.06
"Buster Posey"	-1.3568	1.1153	"FF"	NA	"ball"	NA	NA	NA	NA	0	2	"B"	2019	"R"	NA	"L"	NA	NA
"Buster Posey"	-0.3219	2.1821	"CU"	NA	"called_strike"	NA	NA	NA	NA	0	1	"S"	2019	"R"	NA	"L"	NA	NA
"Lorenzo Cain"	-0.2965	2.4753	"FF"	NA	"foul"	37	69.4	NA	NA	1	0	"S"	2019	"R"	NA	"R"	NA	NA
"Buster Posey"	-0.4363	1.4013	"CH"	NA	"swinging_strike"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"L"	NA	NA
"Lorenzo Cain"	1.2959	1.5833	"SL"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"R"	NA	NA
"Hunter Dozier"	0.2695	1.5115	"CH"	"field_out"	"hit_into_play"	-21	82.9	138.77	186.25	0	0	"X"	2019	"R"	0	"L"	0.066	0.06
"Matt Chapman"	-0.5361	1.2019	"SL"	"field_out"	"hit_into_play"	-21	94.6	93.56	161.87	1	2	"X"	2019	"R"	0	"R"	0.15	0.163
"Matt Chapman"	0.7032	2.2129	"FF"	NA	"swinging_strike"	NA	NA	NA	NA	1	1	"S"	2019	"R"	NA	"R"	NA	NA
"Matt Chapman"	0.5208	2.1617	"FF"	NA	"called_strike"	NA	NA	NA	NA	1	0	"S"	2019	"R"	NA	"R"	NA	NA
"Matt Chapman"	0.974	0.7373	"SL"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"R"	NA	NA
"Nolan Arenado"	-0.6169	1.5232	"FF"	"single"	"hit_into_play_no_out"	-4	105.1	99.22	169.41	2	2	"X"	2019	"R"	0.9	"L"	0.434	0.376
"Nolan Arenado"	0.1584	1.9777	"CH"	NA	"foul"	-89	70.2	NA	NA	2	1	"S"	2019	"R"	NA	"L"	NA	NA
"Nolan Arenado"	-1.2612	1.5801	"FF"	NA	"swinging_strike"	NA	NA	NA	NA	2	0	"S"	2019	"R"	NA	"L"	NA	NA
"Nolan Arenado"	1.4353	3.3154	"CU"	NA	"ball"	NA	NA	NA	NA	1	0	"B"	2019	"R"	NA	"L"	NA	NA
"Nolan Arenado"	1.2031	4.8755	"CU"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"L"	NA	NA
"Manny Machado"	-0.6991	1.4553	"SI"	"walk"	"ball"	NA	NA	NA	NA	3	2	"B"	2019	"R"	0.7	"L"	NA	NA
"Manny Machado"	-1.0454	3.3631	"SI"	NA	"ball"	NA	NA	NA	NA	2	2	"B"	2019	"R"	NA	"L"	NA	NA
"Manny Machado"	1.603	3.0108	"SI"	NA	"ball"	NA	NA	NA	NA	1	2	"B"	2019	"R"	NA	"L"	NA	NA
"Manny Machado"	-0.5539	1.9702	"SL"	NA	"foul"	-22	61	NA	NA	1	1	"S"	2019	"R"	NA	"L"	NA	NA
"Manny Machado"	1.5622	2.874	"SI"	NA	"ball"	NA	NA	NA	NA	0	1	"B"	2019	"R"	NA	"L"	NA	NA
"Manny Machado"	-0.4342	2.2473	"SL"	NA	"swinging_strike"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"L"	NA	NA
"Miguel Cabrera"	-1.3743	2.7569	"SI"	"single"	"hit_into_play_no_out"	19	62	92.62	148.61	0	0	"X"	2019	"R"	0.9	"R"	0.418	0.381
"Lorenzo Cain"	0.0815	2.5452	"FF"	"double"	"hit_into_play_score"	26	101.8	175.76	63.61	1	1	"X"	2019	"R"	1.25	"R"	0.784	1.424
"Lorenzo Cain"	0.4596	1.3258	"SL"	NA	"ball"	NA	NA	NA	NA	0	1	"B"	2019	"R"	NA	"R"	NA	NA
"Lorenzo Cain"	-0.256	2.1656	"CU"	NA	"called_strike"	NA	NA	NA	NA	0	0	"S"	2019	"R"	NA	"R"	NA	NA
"Buster Posey"	0.166	1.4759	"SI"	"force_out"	"hit_into_play"	-16	95.3	107.27	147.95	0	2	"X"	2019	"R"	0	"L"	0.176	0.132
"Buster Posey"	-0.6592	3.199	"FC"	NA	"called_strike"	NA	NA	NA	NA	0	1	"S"	2019	"R"	NA	"L"	NA	NA
"Buster Posey"	0.4771	2.0704	"SI"	NA	"foul"	23	73.4	NA	NA	0	0	"S"	2019	"R"	NA	"L"	NA	NA
"Matt Chapman"	0.831	2.9449	"CU"	"field_out"	"hit_into_play"	26	80.5	63.3	93.18	1	1	"X"	2019	"R"	0	"L"	0.245	0.242
"Matt Chapman"	0.8998	2.1427	"FF"	NA	"called_strike"	NA	NA	NA	NA	1	0	"S"	2019	"R"	NA	"L"	NA	NA
"Matt Chapman"	1.2814	2.8798	"FF"	NA	"ball"	NA	NA	NA	NA	0	0	"B"	2019	"R"	NA	"L"	NA	NA
"Hunter Dozier"	-0.0738	3.466	"SI"	"strikeout"	"called_strike"	NA	NA	NA	NA	0	2	"S"	2019	"R"	0	"L"	NA	NA
"Hunter Dozier"	-0.6287	3.0154	"FC"	NA	"called_strike"	NA	NA	NA	NA	0	1	"S"	2019	"R"	NA	"L"	NA	NA
"Hunter Dozier"	0.4344	2.967	"SI"	NA	"foul"	52	81.8	NA	NA	0	0	"S"	2019	"R"	NA	"L"	NA	NA
"Buster Posey"	1.0767	2.5949	"SI"	"single"	"hit_into_play_no_out"	17	87.9	153.01	83.99	1	2	"X"	2019	"R"	0.9	"L"	0.826	0.831
"Buster Posey"	-0.8067	0.6216	"CH"	NA	"ball"	NA	NA	NA	NA	0	2	"B"	2019	"R"	NA	"L"	NA	NA
"Buster Posey"	1.043	2.0261	"SI"	NA	"foul"	NA	NA	NA	NA	0	2	"S"	2019	"R"	NA	"L"	NA	NA
"Buster Posey"	0.9264	1.9466	"SI"	NA	"swinging_strike"	NA	NA	NA	NA	0	1	"S"	2019	"R"	NA	"L"	NA	NA
